track_id,track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,,,,,,,,,,, 
3Rmv3h4ovgt9xVgWOfMlLx,Toradol,Gemitaiz,64,QVC8 – Singles,12/28/2018,0.701,,,,,,,,,,,
0TAt3c8KXb1D3sWT8ENar8,Porto Cervo,Lazza,61,Porto Cervo,7/13/2018,0.855,,,,,,,,,,,
05mrU7mN3c1822bpY58UBC,48H (feat. Sfera Ebbasta),Izi,68,Aletheia,5/10/2019,0.755,,,,,,,,,,,
7yYegdhi4lwCPPmyROOr4O,Tuta Black,Paky,69,Tuta Black,11/20/2019,0.835,,,,,,,,,,,
7KksdXBhdufqWDxGxyt4I7,no14 - feat. Dani Faiv,tha Supreme,72,23 6451,11/15/2019,0.621,,,,,,,,,,,
2985JpMNKG1QT5i4RSjehz,MAI (feat. Lele Blade & Fred De Palma),Giaime,63,MAI (feat. Lele Blade & Fred De Palma),11/8/2019,0.758,,,,,,,,,,,
2TxDcppMX95JQv9WB5rtuB,NO SPIE,FSK SATELLITE,68,FSK TRAPSHIT,7/11/2019,0.893,,,,,,,,,,,
34UHhwlly3SHryWuVfMOJm,Fuori E Dentro (feat. tha Supreme),Gemitaiz,71,Scatola Nera,9/19/2019,0.919,,,,,,,,,,,
2guNhJXjJVCHO5rYBVcm5H,Mea Muri Tu (feat. MV Killa & Yung Snapp),Vale Lambo,45,Mea Muri Tu (feat. MV Killa & Yung Snapp),1/16/2020,0.701,,,,,,,,,,,
7ztN8tfXYaC8LBRyLZJLA1,Limousine,Enzo Dong,62,Limousine,10/9/2019,0.667,,,,,,,,,,,
6PX2GtCt8YJzOQ4ulJM41k,Guarda Come Flexo 2,MamboLosco,22,Guarda Come Flexo 2,9/7/2018,0.843,,,,,,,,,,,
2Ddvo2ioNuRn9NwMhiIyTf,Follia Del Mattino,Vegas Jones,64,La Bella Musica,11/8/2019,0.55,,,,,,,,,,,
7hHf4gz7kGmkuwa6XMc88W,Stamm Fort (feat. Sfera Ebbasta),Luche,1,Stamm Fort,1/18/2019,0.78,,,,,,,,,,,
0Rsfm3UqHkNzKsb6L0Yz3Y,Esagono (feat. Salmo),Gemitaiz,67,Scatola Nera,9/19/2019,0.827,,,,,,,,,,,
0uwW1Duv6xlk2bNutlc7tu,Bassotto,Dark Polo Gang,63,Bassotto,10/24/2019,0.862,,,,,,,,,,,
1PZUD6jjtYsOUC9vDjdJHK,American Pie,Xamã,66,O Iluminado,12/12/2019,0.583,,,,,,,,,,,
3bcduSxypEUxlM5UawQ3kD,Mitsubishi,Orochi,69,Mitsubishi,11/22/2019,0.751,,,,,,,,,,,
26NEo4Ar57Ph1daWpZX4ke,Love And Choppa,NGC Daddy,67,Love And Choppa,8/4/2019,0.897,,,,,,,,,,,
3vG5tTQZsAPTDqMiXFhKJy,Avião,MC Caverinha,68,Avião,12/6/2019,0.879,,,,,,,,,,,
0yNT55PxVoLMHb75JaF2s0,Na Onda,Orochi,67,Na Onda,11/5/2019,0.44,,,,,,,,,,,
0RiKAq1SfF6rfYcWpjB2T5,Primeiro Milhão,Hungria Hip Hop,68,Primeiro Milhão,11/22/2019,0.817,,,,,,,,,,,
3MkdA6vwF0ifRl86yzTlJW,Kenny G,Matuê,79,Kenny G,9/4/2019,0.417,,,,,,,,,,,
2G7vVF2QPQtlnQ7EQntij8,Kallidade,Kalli,69,Kallidade,7/11/2019,0.783,,,,,,,,,,,
563yuGweEqRVQtjfsDVRyK,Não Me Sinto Mal Mais,Sidoka,73,Não Me Sinto Mal Mais,10/18/2019,0.814,,,,,,,,,,,
3IoMFT989cZDnmv8ubiUY2,Com a Mala,Costa Gold,61,Com a Mala,12/20/2019,0.879,,,,,,,,,,,
7fO8Ok3rByqDqGc0MmBsj9,Porsche,Jovem Dex,65,Porsche,10/31/2019,0.843,,,,,,,,,,,
1DdEU9f7uXklMx6Dm0Mdwq,Acende o Isqueiro,Orochi,71,Acende o Isqueiro,6/14/2019,0.48,,,,,,,,,,,
2hgfeYKzJIaUlrhk6oP3wc,Bailão,Meno Tody,65,Bailão,7/29/2019,0.784,,,,,,,,,,,
61vDGoB9k3ximR5YNzjmBc,Surtada,Neo Beats,68,Surtada,2/21/2019,0.764,,,,,,,,,,,
5sC9NS6j4aLaFN26zCHXHe,Hortelã,JayA Luuck,60,Hortelã,12/22/2019,0.76,,,,,,,,,,,
0TlPl8HWxUNFWNEtxB7Ou0,Marginais Trap #1,Marginal Supply,63,Marginais Trap #1,12/3/2019,0.913,,,,,,,,,,,
5GILvZyGhTZ9z39AdIsB57,Bad Bad Bad,Kalli,57,Bad Bad Bad,11/1/2019,0.906,,,,,,,,,,,
61DpiQz5Jli2KNwJZn6s4r,Jordan,Kawe,60,Jordan,12/13/2019,0.749,,,,,,,,,,,
3UEm2avDtIIaT3UvuvsxES,Flash,MC Caverinha,68,Flash,9/9/2019,0.913,,,,,,,,,,,
17rF54WvGGqPVxDheq8PP8,Mantém,WIU,71,Mantém,10/9/2019,0.754,,,,,,,,,,,
7sTOV05i0Qtyn4sLOUvlc4,Multiplica,Meno Tody,59,Multiplica,12/9/2019,0.767,,,,,,,,,,,
2jSusUF3coQykgybOU7sqy,Tango,Jovem Dex,64,Tango,8/14/2019,0.72,,,,,,,,,,,
4CPhkF6SboNZoZfjgaEYME,Irmão DQbrada!,Costa Gold,69,Irmão Dqbrada!,8/30/2019,0.896,,,,,,,,,,,
0JM7QnigP9A1jijogNpun0,Dababy,Dfideliz,57,Dababy,11/8/2019,0.901,,,,,,,,,,,
2WEni6RxGtoWaask5A6Kok,Flutuo,Leozin,61,Flutuo,10/18/2019,0.731,,,,,,,,,,,
0lfiCykYr1kvnZyZxGN0rB,Brisadão Na Dela,Xang,58,Brisadão Na Dela,8/15/2019,0.835,,,,,,,,,,,
1f9lD5VdRIGdSihiIwOFSx,Malvadão 2,Xamã,63,Malvadão 2,9/13/2019,0.881,,,,,,,,,,,
6eK68flOp1XqQtbWohsdNE,Sessão do Descarrego,Filipe Ret,67,Sessão do Descarrego,6/12/2019,0.778,,,,,,,,,,,
7mtGQwe1XBh3A9BgVainvb,Baby Hair,Recayd Mob,60,Baby Hair,11/22/2019,0.824,,,,,,,,,,,
62vwXXITnuKIaCabwWXyhm,Jovem Tralha,Felp 22,59,Jovem Tralha,9/5/2019,0.736,,,,,,,,,,,
3CgZi8DMUftJHK6WL2gKc1,Um Pedido,Hungria Hip Hop,72,Um Pedido,6/7/2019,0.813,,,,,,,,,,,
5G3NKZf1Gqs7dQnY4Miliy,Olha Pro Oclin,Sidoka,67,Doka Language,7/11/2019,0.901,,,,,,,,,,,
12x8BhnvB1W4uk3VEHOXqa,Fácil,Krawk,55,Fácil,8/16/2019,0.877,,,,,,,,,,,
0uv71i1waQbyRjZT86Fctu,Tipo uma Glock,Jovem Dex,61,Tipo uma Glock,9/10/2019,0.875,,,,,,,,,,,
6nc3d5wRTTzkZo29kZRr5r,Balão,Orochi,45,Balão,3/25/2019,0.534,,,,,,,,,,,
5uMrI6S3YpzJ6xjS6h8oVX,Pipe,MC Igu,56,Pipe,11/15/2019,0.97,,,,,,,,,,,
2WVhK2P0nqOIs9eERV7j80,Novo Drip,Recayd Mob,55,Novo Drip,7/19/2019,0.945,,,,,,,,,,,
5x9FUcABwqYAOMptRedOku,30 Bandido!,Costa Gold,62,30 Bandido!,7/26/2019,0.9,,,,,,,,,,,
7jl65cMmrserp2QNDhifOC,Petalaz,Sidoka,61,Petalaz,8/27/2019,0.844,,,,,,,,,,,
29UavGPcPDfUp1w4P1BXYV,Cabelinho Disfarçado,Bonde R300,51,Cabelinho Disfarçado,4/14/2019,0.905,,,,,,,,,,,
3hCzQ8c7PCcPfa9qe95ITg,Tipo Gta,MC Caverinha,62,Tipo Gta,5/18/2019,0.828,,,,,,,,,,,
3Ot04s80MZBhiYP2wHo0is,7,Sidoka,60,Elevate,12/28/2018,0.68,,,,,,,,,,,
2pkiYFWrja3oTlTwDaTypd,Rockstar,Jovem Dex,64,Rockstar,5/24/2019,0.687,,,,,,,,,,,
5cijUS3npQh4PSZzyT7Fng,Jogo Virou,Cacife Clandestino,58,Trilogia Contravenção,5/10/2019,0.66,,,,,,,,,,,
7MPQNyAX02uIEQCRsC4sgc,Banco,Matuê,70,Banco,1/16/2019,0.662,,,,,,,,,,,
3AB0wf9nh9lDanoFRcKHKB,Sucesso Na Vida,Choice,50,Sucesso Na Vida,6/19/2019,0.715,,,,,,,,,,,
6TLHo63Z3wqHkW6adVeEwZ,Plaqtudum,Recayd Mob,67,Plaqtudum,9/19/2018,0.89,,,,,,,,,,,
4RJyGUzds4e11hAFJmavOY,Nicole Bahls,MC Igu,59,Nicole Bahls,12/31/2018,0.85,,,,,,,,,,,
3HOlhweyZyyD8QSTZjI63I,Sommelier,Sidoka,62,Sommelier,3/20/2019,0.777,,,,,,,,,,,
5kuUOpHZlZjL8b7HXkxRsm,Luxúria,Xamã,70,Pecado Capital,5/24/2018,0.737,,,,,,,,,,,
0kTCZWErCBvYrM9CNjQaRT,Rock N' Roll,Dfideliz,56,Rock N' Roll,12/14/2018,0.866,,,,,,,,,,,
3TTWvQKBMt1SfsPHSnHJTS,Chega de Falar de Ice,Leozin,21,Chega de Falar de Ice,1/25/2019,0.609,,,,,,,,,,,
4ESkG5iVSKtUANJK0NPz1w,10K,Raffa Moreira,57,10K,7/17/2018,0.824,,,,,,,,,,,
4aAtZsGjzdMfWSKh5DM4sI,Kylie Jenner,Derek,54,Kylie Jenner,4/5/2019,0.869,,,,,,,,,,,
1PuQBTDZ6WntifoXDrUXRg,Money,Jovem Dex,64,Money,2/20/2019,0.796,,,,,,,,,,,
5pFmgdBYYVWFWgMi03jl69,Espanha,Sidoka,60,Doka Language,7/11/2019,0.921,,,,,,,,,,,
6skR4ZtK9TWsLpbxTbectM,"Obrigado, Mãe.",Dfideliz,61,"Obrigado, Mãe.",2/15/2019,0.772,,,,,,,,,,,
5ttl4eMRPuixvadA3JRNHD,Preto Rico,Dfideliz,60,Preto Rico,10/5/2018,0.905,,,,,,,,,,,
2aRdz1goHRuJ2FkDw3vpVX,Anos Luz,Matuê,5,Anos Luz,11/28/2017,0.634,,,,,,,,,,,
4qqT68UURRP6lPHiI9TApM,Scotch,Sidoka,60,Elevate,12/28/2018,0.629,,,,,,,,,,,
4mKa1LcRNQILp6xSr9s1S0,Pinky Ring - Remix,Miky Woodz,66,Pinky Ring (Remix),12/27/2019,0.911,,,,,,,,,,,
27qRmG3zOWPvMYUkpPdQ1g,Gan-Ga - Remix,Bryant Myers,79,Gan-Ga (Remix),11/15/2019,0.861,,,,,,,,,,,
6kN06eEOblRAuWI0xUUS91,¿Quien Tu Eres?,Bad Bunny,71,X 100PRE,12/23/2018,0.727,,,,,,,,,,,
0olw5nqq5I9MNbVo9Z1S2S,2020,KEVVO,56,2020,1/1/2020,0.701,,,,,,,,,,,
0e0BqjHEcb6pJAVJ7WZA7V,Si Me Gano Un Grammy,Jon Z,73,Si Me Gano Un Grammy,11/16/2019,0.812,,,,,,,,,,,
2f237byd0A2w0fLlnVDOV4,Patek,Ozuna,75,Nibiru,11/29/2019,0.839,,,,,,,,,,,
68mG1MySxGueYJFvuF1ikP,Subiendo De Nivel,Jhay Cortez,58,Famouz,5/24/2019,0.659,,,,,,,,,,,
0D3wXKkXF8EskL5ipBnYl7,Canam,Farruko,64,Canam,12/20/2019,0.742,,,,,,,,,,,
668JOhJXCQeUkAsjfREN78,Cereza,Fuego,69,Cereza,11/8/2019,0.769,,,,,,,,,,,
4yZI69ElgxddAUGNJjzc0j,Subimos de Rango,Omy de Oro,64,Subimos de Rango,8/21/2019,0.809,,,,,,,,,,,
2vX3rTKKQCK4a86PKINYw6,FEKA,De La Ghetto,61,FEKA,10/24/2019,0.897,,,,,,,,,,,
70zg99pT51vB4wlMS7e4q7,La Playa - Remix,Myke Towers,79,La Playa (Remix),1/3/2020,0.775,,,,,,,,,,,
6K7V47wFpfam2aeE893rbL,Suave - Remix,Jey Blessing,70,Suave (Remix),11/7/2019,0.673,,,,,,,,,,,
2YfOp1cJeaPwJCKe0gjo7y,Champagne Rose,Amenazzy,61,Champagne Rose,11/22/2019,0.654,,,,,,,,,,,
7KAveXwQ5xzdHT6GDlNIBu,5 Stars (feat. Polima Westcoast),C. Tangana,68,5 Stars (feat. Polima Westcoast),11/20/2019,0.801,,,,,,,,,,,
3wZGqsIjAMd9w0nrxG4xby,No Me Ronke (with Miky Woodz & Jon Z),Jay Menez,55,No Me Ronke (with Miky Woodz & Jon Z),12/12/2019,0.847,,,,,,,,,,,
7gkHUletkecTClqfRLKboa,Disimulas,Alex Rose,57,LOST,11/8/2019,0.783,,,,,,,,,,,
4etV43Qb0OBbMcxiLDVwSo,Memoria Rota,Arcangel,69,Memoria Rota,10/25/2019,0.637,,,,,,,,,,,
7fXl3E41dDq3dfcC07VOgs,El Final,J Alvarez,46,"La Fama Que Camina, Vol. 2",11/8/2019,0.866,,,,,,,,,,,
4giDe2KY99YzVocsSWYscZ,Días Lluviosos (with Lenny Tavarez),Juhn,69,Días Lluviosos (with Lenny Tavarez),12/7/2019,0.813,,,,,,,,,,,
4ADL2wPwh8HwoWT6M9fjsz,No Le Baje (Como en los Viejos Tiempos),Miky Woodz,59,No Le Baje (Como en los Viejos Tiempos),11/12/2019,0.766,,,,,,,,,,,
7q3NthaBqFI6s0WnAlnIvq,Velitas,Darell,80,Velitas,7/12/2019,0.819,,,,,,,,,,,
5KFx45L84KmBINWLh6TEiL,Demasiado Tarde,Micro Tdh,74,Demasiado Tarde,11/11/2019,0.823,,,,,,,,,,,
3ahC30o4eQOsfQ6uHhkr0g,Lalu,Omy de Oro,53,Lalu,11/21/2019,0.802,,,,,,,,,,,
3R1yxKhYKoXqaztyQflEH8,"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",Khea,71,"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",9/27/2019,0.803,,,,,,,,,,,
0uIfrUwwg0Z7KTitul7E3T,YO LE LLEGO,J Balvin,74,OASIS,6/28/2019,0.785,,,,,,,,,,,
7JCp9oPXLc8Akz9bZpYZ09,Vamos Pa' Encimota,D.OZI,53,Vamos Pa' Encimota,12/6/2019,0.771,,,,,,,,,,,
5J64qSSq0VZuh0CiI9o9Nq,Tú No Amas,Mambo Kingz,73,Tú No Amas,6/19/2019,0.803,,,,,,,,,,,
07yM5vxBxAIXWzNqu1BnF6,Por Contarle Los Secretos,Jon Z,67,Por Contarle Los Secretos,11/27/2019,0.772,,,,,,,,,,,
3Rg28MEI3rkePjjLrrw9ys,Te Di Primero,Mathew,43,Te Di Primero,12/5/2019,0.759,,,,,,,,,,,
3FKkbn11xHnb2XOsqsX3Sa,Salgo a Buscarte,Jon Z,63,Salgo a Buscarte,10/25/2019,0.781,,,,,,,,,,,
4TynLuBe1VGcFJ5nUC0mmf,Me Pagan,Aleman,49,Me Pagan,11/19/2019,0.874,,,,,,,,,,,
6COzxYGgNRD5bP2TGZ0vSB,Deja Que Fluya,Lary Over,64,Deja Que Fluya,7/26/2019,0.629,,,,,,,,,,,
7AeZLGFFa1CYSret0vadfy,Adelanto,Chris Wandell,46,Adelanto,11/1/2019,0.83,,,,,,,,,,,
3cg9A9GVyZAT2CPevqWr65,Cambio,Ozuna,72,Cambio,6/25/2019,0.548,,,,,,,,,,,
0WDbx06MrYKdtB4fROrdIF,Peleamos Mañana,Jon Z,57,Peleamos Mañana,9/13/2019,0.743,,,,,,,,,,,
38kLHBjtWJaPXcyFhwRVtI,Kemba Walker,Eladio Carrion,75,Kemba Walker,8/6/2019,0.832,,,,,,,,,,,
2GPKfK5j1xVDDqhIHIx4li,Otro Round,Brytiago,57,Otro Round,8/30/2019,0.793,,,,,,,,,,,
2Cz3yDcBoePfcJCYdpYZCC,Hennessy,Neutro Shorty,61,Apokalypsis,7/26/2019,0.715,,,,,,,,,,,
4wW7B71eJl85oeq0G2Qfd7,El Proceso,HANSEL,37,El Proceso,1/2/2020,0.696,,,,,,,,,,,
66BJaWvpA3jvXpM5Hjwzz1,24H,Kidd Keo,69,24H,11/29/2019,0.939,,,,,,,,,,,
53rkN7z3bKorDSIxDvqXNt,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,68,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),5/14/2019,0.86,,,,,,,,,,,
7alOsNr36sJ8CyOEP4aILq,ODIO,J Balvin,72,OASIS,6/28/2019,0.74,,,,,,,,,,,
0l3spI1eHvv7iyMRSeOgJZ,Camara Roll,Leebrian,48,Camara Roll,1/22/2019,0.845,,,,,,,,,,,
46F5O39iDmdRuwRAS7KR6B,Ven y Hazlo Tú,Nicky Jam,43,Ven y Hazlo Tú,5/16/2019,0.763,,,,,,,,,,,
3GCLIIJdXvcKfmJlICkTVL,Por Ley,Anuel AA,65,Por Ley,5/24/2019,0.734,,,,,,,,,,,
4mjfRYk0fLap5v6no1Aujw,Los Que Son,Jamby el Favo,49,Los Que Son,8/16/2019,0.584,,,,,,,,,,,
0bCPJsVGDxPYwQMDZMi4NW,Estamos Arriba,Bad Bunny,72,Estamos Arriba,6/14/2019,0.853,,,,,,,,,,,
73Al6Axo6ji5BBqzI68g2A,Perdoname,Mora,63,Perdoname,7/5/2019,0.888,,,,,,,,,,,
20pJKlNIU3J1CrvhBr1kQ8,La Ocasión,DJ Luian,66,La Ocasión,3/16/2018,0.739,,,,,,,,,,,
0hAxyVU6Nro3equjEQdFq2,Encima De Mi,Rauw Alejandro,63,"Trap Cake, Vol. 1",5/31/2019,0.748,,,,,,,,,,,
7rwX0O3RlxqqIjQM8evm5E,Solita,Ozuna,75,Solita,1/19/2018,0.807,,,,,,,,,,,
1NgpsJbbpHcFg9j88eb3TK,El Día Que Muera,Ñejo,51,El Día Que Muera,6/21/2019,0.835,,,,,,,,,,,
2CRbiMK0W14l71SpDKqKZM,Loca Remix,Khea,15,Loca Remix,3/15/2018,0.795,,,,,,,,,,,
47yCngqUUSQVpw0U4S2yeO,Feliz Año Nuevo 2,Ele A El Dominio,45,Feliz Año Nuevo 2,12/30/2019,0.754,,,,,,,,,,,
3jUBszAaGpZq2Nw12j6bVR,Vuelva A Ver - Remix,Dalex,3,Vuelva A Ver (Remix),3/28/2019,0.704,,,,,,,,,,,
78i2QPC8prEzftYZrBjKOM,Mi Llamada (Remix),Lyanno,63,Mi Llamada (Remix),5/24/2019,0.745,,,,,,,,,,,
4S8wmEZy12C5UJUU0IQUee,Dios Bendiga (Remix),Amenazzy,62,Dios Bendiga (Remix),5/10/2019,0.76,,,,,,,,,,,
4WzsycqZkpkS48H9AAAGux,Bipolar,Chris Jeday,67,Bipolar,3/7/2018,0.8,,,,,,,,,,,
4n050GO5qafy6WP3aDcnDr,LHNA (with Anuel AA),RobGz,68,LHNA (with Anuel AA),6/21/2019,0.86,,,,,,,,,,,
4zbwGwOFXOSRhdh4C0LLgW,DOOKOŁA BLOKÓW,Kabe,42,Albinos,1/17/2020,0.659,,,,,,,,,,,
7BF6s1W1W9filnjQkNYasL,Wschód (lubię zapierdalać),Bedoes,67,Opowieści z Doliny Smoków,11/29/2019,0.612,,,,,,,,,,,
1v1rXgg6cJjkm2S08HkY9t,flaga,chillwagon,60,chillwagon,12/6/2019,0.743,,,,,,,,,,,
2Hw578ePKAt2ilvQWWOxo8,LO'REAL,TUZZA Globale,54,OGRODOWA 48,12/19/2019,0.837,,,,,,,,,,,
1mMCe8c6iNVLu6fzJl2tIi,Ptak,Deemz,61,Ptak,12/16/2019,0.784,,,,,,,,,,,
248wm0QJjthcaWCCXoXfDf,NICKI,Trill Pem,66,NICKI,8/8/2019,0.789,,,,,,,,,,,
5SbVVTaws2wPaqtscvg1JG,K4FLE!,Young Multi,57,TRAP AFTER DEATH,12/6/2019,0.862,,,,,,,,,,,
59uSPFpJeWSUddwtJo9Jd6,Brzydkie rzeczy,Bedoes,64,Brzydkie rzeczy,11/17/2019,0.715,,,,,,,,,,,
6gj9PMazlwq99Z4dXMT8kN,Floyd Mayweather,Żabson,63,Floyd Mayweather,9/30/2019,0.709,,,,,,,,,,,
3vlOANhOOpJxiCWUzq4DnK,Chemia,BLACHA,58,Chemia,12/20/2019,0.485,,,,,,,,,,,
0sXotOhh2L1FmVbr2IKmq9,Mitoman,Malik Montana,59,Mitoman,12/9/2019,0.616,,,,,,,,,,,
48PG7tNmMOEcyTKXpP3ti0,PLIK,DZIARMA,56,PLIK,12/12/2019,0.797,,,,,,,,,,,
7du3YUjOcmIsIBvByjkvYa,Faza,Mr. Polska,53,Faza,12/13/2019,0.935,,,,,,,,,,,
22qY0aRjhuzUUaH9WrvZI0,rower (joint lover),chillwagon,57,rower (joint lover),12/4/2019,0.766,,,,,,,,,,,
0r0UDwngm74U5ccMQ9gMBM,7,Be Vis,51,7,12/19/2019,0.77,,,,,,,,,,,
20aJKTqPC3SQ1u0pqUbtMO,Mr.drip,Żabson,56,Internaziomal,10/31/2019,0.85,,,,,,,,,,,
6ZVXZ9Dfd70tZ8ZAkHUToE,Trzy Butelki,White 2115,58,Trzy Butelki,10/15/2019,0.653,,,,,,,,,,,
3FTyo5TQN1C3ssgvKahEDA,TORBA,Young Multi,49,TORBA,12/1/2019,0.853,,,,,,,,,,,
4xCW2ITZ9DTDa8iUv3aGuq,tęczowy music box,chillwagon,59,tęczowy music box,11/15/2019,0.676,,,,,,,,,,,
7qFQ3hgxF4E2zHzMoFCHBg,Inny Gatunek,Young Igi,55,Inny Gatunek,10/23/2019,0.842,,,,,,,,,,,
206jQRISTbK1vN8GE4k95S,Mona Lisa (prod.Dio Mudara),Malik Montana,57,Mona Lisa (prod.Dio Mudara),9/11/2019,0.798,,,,,,,,,,,
6xOya0bBsNi6pwBef1eyQG,styl,Be Vis,53,styl,11/10/2019,0.828,,,,,,,,,,,
3CQ4zMzqUGSxD0GX3fEJ1G,1998 (mam to we krwi),Bedoes,65,1998 (mam to we krwi),11/10/2019,0.721,,,,,,,,,,,
5T3iMVUMq34Oy8DwBzPvJy,jolka,chillwagon,46,jolka,9/17/2019,0.784,,,,,,,,,,,
6Q55uUPNZoep73rSzsjqMx,Gwiazda,Mr. Polska,55,Gwiazda,10/4/2019,0.933,,,,,,,,,,,
6kVuMP4u1WDFPmGxi1429F,Skiety & Klapki - Remix,Kabe,62,Skiety & Klapki,9/10/2019,0.972,,,,,,,,,,,
2LSt534Q45ncwgyd2sh2kK,YSL,Be Vis,50,YSL,12/4/2019,0.759,,,,,,,,,,,
7ILNaXjTXNJAksRhMhvthz,Mata Montana,Mata,64,Mata Montana,10/4/2019,0.731,,,,,,,,,,,
0yuyFNfF1d0G7yH9lhoHEW,Idealne Połączenie,Young Igi,56,Idealne Połączenie,10/2/2019,0.791,,,,,,,,,,,
3tvxoYBfRkpXNEeqovOJju,Radość,Tymek,61,Radość,9/6/2019,0.632,,,,,,,,,,,
0Uu0e8qXr1HeEhUY0utaB8,Opowieści z Doliny Smoków,Bedoes,65,Opowieści z Doliny Smoków,10/28/2019,0.548,,,,,,,,,,,
3nzga73CbLw9dguYHOwVfI,BlaBlaCar (feat. Malik Montana),DMN,55,BlaBlaCar (feat. Malik Montana),9/20/2019,0.798,,,,,,,,,,,
3XtJwOJQroFfY98WJwzzep,Mogę dziś umierać,White 2115,61,Mogę dziś umierać,6/23/2019,0.843,,,,,,,,,,,
7DqrY4tkiK3Nm1DLdYQ5NQ,wowowo - remix,chillwagon,43,wowowo - remix,8/26/2019,0.649,,,,,,,,,,,
37eLs34jDlgH0h4cUmoZHW,Apollo,BLACHA,54,Apollo,10/4/2019,0.788,,,,,,,,,,,
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,HIGHEST IN THE ROOM,10/4/2019,0.598,,,,,,,,,,,
2RFINeQiVYWfpo10rF28gi,VvsNike (Prod. Olek),Malik Montana,55,VvsNike (Prod. Olek),9/18/2019,0.837,,,,,,,,,,,
05jTNENU8jrsyAXmvEtcyo,Pamiętnik EX,Young Igi,53,Pamiętnik EX,9/10/2019,0.788,,,,,,,,,,,
1a7Y5p1Ie1kawhy2hV18Me,Ucieknij ze mną,Żabson,52,Ucieknij ze mną,9/10/2019,0.708,,,,,,,,,,,
4M2wPuAl7FgUIrUvlJBMOU,Jesteś ładniejsza niż na zdjęciach (na zawsze),Bedoes,67,Jesteś ładniejsza niż na zdjęciach (na zawsze),10/17/2019,0.685,,,,,,,,,,,
46L8w4fxIgJFyxLZjaJE1V,Toskania,Kizo,59,Toskania,9/2/2019,0.713,,,,,,,,,,,
4DVPJXPqKLIon9BHklap1w,LECI NOWY FUTURE,Taco Hemingway,64,"POCZTÓWKA Z WWA, LATO '19",7/24/2019,0.713,,,,,,,,,,,
45fB0PhuWRLYK2teusTMt2,SPORT,Zeamsone,54,SPORT,8/23/2019,0.722,,,,,,,,,,,
5ZUYlw6DIVzPjbL4H7fG7c,Small Town Boy,Żabson,57,Small Town Boy,8/26/2019,0.75,,,,,,,,,,,
4U4LEUWV8sFtos5PdjfDA7,hot coffee,schafter,63,hot coffee,5/24/2019,0.739,,,,,,,,,,,
0BRnrH5giRwt9bjriA9JKi,Chili Hot,Wac Toja,55,Chili Hot,9/12/2019,0.52,,,,,,,,,,,
3EQDJ0MHppNeqOtAVoJqJH,@,chillwagon,46,@,6/17/2019,0.818,,,,,,,,,,,
3oFWiOzoO6D46cwupbGqUA,Kłapią Gębą,Tymek,58,Kłapią Gębą,8/9/2019,0.811,,,,,,,,,,,
6YnvT0ToBvUTWjhFwvIgeF,Pistolet (prod. by Abel de Jong),Mr. Polska,61,Pistolet (prod. by Abel de Jong),7/19/2019,0.896,,,,,,,,,,,
4JUJAAWpMMOEASId0N0aVQ,Układanki,Young Igi,60,Układanki,7/16/2019,0.806,,,,,,,,,,,
6uIynqVA0BicAxnCCRlaRX,SenSei,Trill Pem,51,SenSei,8/27/2019,0.758,,,,,,,,,,,
2diowB7koPDAVSm7RITLbx,Promienie Słońca,Young Igi,52,Promienie Słońca,8/8/2019,0.788,,,,,,,,,,,
1ynZh1jVEOyOhlbjHbIUZe,Twister,Żabson,56,Twister,8/8/2019,0.631,,,,,,,,,,,
7GMszPpwzW9Yehj9Ox2QLD,Rainman,Tymek,67,Rainman,5/29/2019,0.802,,,,,,,,,,,
1XKN3VuJB5MvRSlqfxzqnH,Sny z ulicy,Beteo,48,Sny z ulicy,7/14/2019,0.698,,,,,,,,,,,
3nC2W3WTuja8r5XDFSWg3Y,Yakuza,Szymi Szyms,56,Yakuza,6/28/2019,0.775,,,,,,,,,,,
1PqD4a8qULq7TNqBYJTGS3,"9 Żyć (feat. Otsochodzi, schafter & PlanBe)",Kubi Producent,51,"9 Żyć (feat. Otsochodzi, schafter & PlanBe)",6/13/2019,0.65,,,,,,,,,,,
2Zu0RM1e8qBQDfVIm072ki,Jagodzianki (prod.by Abel de Jong),Malik Montana,62,Jagodzianki (prod.by Abel de Jong),4/5/2019,0.957,,,,,,,,,,,
6hSD8X3O97Lsqnnm9rKPdv,Pomarańczowe Niebo,BLACHA,52,FAMA,6/28/2019,0.742,,,,,,,,,,,
1XCxN2Y9WwLkBb0Pple8af,Klubowa Suka,C0PIK,62,Klubowa Suka,3/26/2019,0.733,,,,,,,,,,,
5vBtQYXPl3doQwnlFHwknb,Surfer,Be Vis,65,Surfer,5/17/2018,0.832,,,,,,,,,,,
6qO9lB5HScamYEOddv0Km0,Biblioteka Trap,Mata,64,Biblioteka Trap,5/20/2019,0.642,,,,,,,,,,,
7lhISVP7d3AByvq3KBlvH4,Mów,Otsochodzi,56,Mów,5/10/2019,0.679,,,,,,,,,,,
